State,Unit Code,Unit Name,Unit Type, Visitors ,Year
WA,LACH,Lake Chelan National Recreation Area,National Recreation Area," 35,360 ",2014
VI,BUIS,Buck Island Reef National Monument,National Monument," 34,400 ",2014
PA,FRHI,Friendship Hill National Historic Site,National Historic Site," 34,317 ",2014
CT,WEFA,Weir Farm National Historic Site,National Historic Site," 34,082 ",2014
MD,HAMP,Hampton National Historic Site,National Historic Site," 32,498 ",2014
NM,GICL,Gila Cliff Dwellings National Monument,National Monument," 31,135 ",2014
AK,KATM,Katmai National Park,National Park," 30,896 ",2014
AK,KATM,Katmai National Preserve,National Preserve," 30,896 ",2014
AR,ARPO,Arkansas Post National Memorial,National Memorial," 30,860 ",2014
NM,SAPU,Salinas Pueblo Missions National Monument,National Monument," 30,537 ",2014
NY,WORI,Women's Rights National Historical Park,National Historical Park," 30,254 ",2014
MO,HSTR,Harry S Truman National Historic Site,National Historic Site," 29,364 ",2014
LA,CARI,Cane River Creole National Historical Park,National Historical Park," 28,981 ",2014
KS,BRVB,Brown v. Board of Education National Historic Site,National Historic Site," 26,868 ",2014
UT,HOVE,Hovenweep National Monument,National Monument," 26,808 ",2014
MA,JOFI,John Fitzgerald Kennedy National Historic Site,National Historic Site," 26,273 ",2014
VA,BOWA,Booker T. Washington National Monument,National Monument," 26,127 ",2014
KS,FOSC,Fort Scott National Historic Site,National Historic Site," 25,966 ",2014
KS,FOLS,Fort Larned National Historic Site,National Historic Site," 24,607 ",2014
CO,BEOL,Bent's Old Fort National Historic Site,National Historic Site," 24,555 ",2014
AL,TUAI,Tuskegee Airmen National Historic Site,National Historic Site," 24,319 ",2014
WA,NOCA,North Cascades National Park,National Park," 23,865 ",2014
OH,WIHO,William Howard Taft National Historic Site,National Historic Site," 23,609 ",2014
ID,HAFO,Hagerman Fossil Beds National Monument,National Monument," 22,482 ",2014
NY,THRI,Theodore Roosevelt Inaugural National Historic Site,National Historic Site," 22,025 ",2014
NY,THRB,Theodore Roosevelt Birthplace National Historic Site,National Historic Site," 21,065 ",2014
NY,HAGR,Hamilton Grange National Memorial,National Memorial," 20,943 ",2014
MA,SPAR,Springfield Armory National Historic Site,National Historic Site," 20,595 ",2014
MT,GRKO,Grant-Kohrs Ranch National Historic Site,National Historic Site," 20,565 ",2014
MD,CLBA,Clara Barton National Historic Site,National Historic Site," 20,028 ",2014
NY,SAHI,Sagamore Hill National Historic Site,National Historic Site," 19,319 ",2014
NY,MAVA,Martin Van Buren National Historic Site,National Historic Site," 19,187 ",2014
AL,RUCA,Russell Cave National Monument,National Monument," 18,530 ",2014
OH,JAGA,James A. Garfield National Historic Site,National Historic Site," 17,956 ",2014
KS,TAPR,Tallgrass Prairie National Preserve,National Preserve," 17,776 ",2014
WY,FOBU,Fossil Butte National Monument,National Monument," 16,623 ",2014
NY,SAPA,Saint Paul's Church National Historic Site,National Historic Site," 16,460 ",2014
AK,LACL,Lake Clark National Park,National Park," 16,100 ",2014
AK,LACL,Lake Clark National Preserve,National Preserve," 16,100 ",2014
OH,FILA,First Ladies National Historic Site,National Historic Site," 15,326 ",2014
MI,ISRO,Isle Royale National Park,National Park," 14,560 ",2014
AS,NPSA,National Park of American Samoa,National Park," 13,953 ",2014
PA,EDAL,Edgar Allan Poe National Historic Site,National Historic Site," 13,701 ",2014
OK,WABA,Washita Battlefield National Historic Site,National Historic Site," 13,186 ",2014
AK,GAAR,Gates of the Arctic National Park,National Park," 12,669 ",2014
AK,GAAR,Gates of the Arctic National Preserve,National Preserve," 12,669 ",2014
NE,AGFO,Agate Fossil Beds National Monument,National Monument," 12,440 ",2014
AL,TUIN,Tuskegee Institute National Historic Site,National Historic Site," 11,786 ",2014
ME,SACR,Saint Croix Island International Historic Site,International Historic Site," 11,588 ",2014
ND,FOUS,Fort Union Trading Post National Historic Site,National Historic Site," 11,521 ",2014
MA,SAIR,Saugus Iron Works National Historic Site,National Historic Site," 11,181 ",2014
AR,WICL,President William Jefferson Clinton Birthplace Home National Historic Site,National Historic Site," 11,113 ",2014
NM,FOUN,Fort Union National Monument,National Monument," 10,934 ",2014
ND,KNRI,Knife River Indian Villages National Historic Site,National Historic Site," 10,750 ",2014
DC,MABE,Mary McLeod Bethune Council House National Historic Site,National Historic Site," 9,295 ",2014
VA,MAWA,Maggie L. Walker National Historic Site,National Historic Site," 9,045 ",2014
CA,CECH,Casar E. Chpvez National Monument,National Monument," 8,854 ",2014
MA,FRLA,Frederick Law Olmsted National Historic Site,National Historic Site," 8,667 ",2014
CO,SAND,Sand Creek Massacre National Historic Site,National Historic Site," 7,402 ",2014
AZ,FOBO,Fort Bowie National Historic Site,National Historic Site," 6,964 ",2014
MD,THST,Thomas Stone National Historic Site,National Historic Site," 5,843 ",2014
VI,SARI,Salt River Bay National Historical Park and Ecological Preserve,National Historical Park," 5,192 ",2014
TX,ALFL,Alibates Flint Quarries National Monument,National Monument," 4,513 ",2014
KS,NICO,Nicodemus National Historic Site,National Historic Site," 3,374 ",2014
CA,EUON,Eugene O'Neill National Historic Site,National Historic Site," 3,202 ",2014
AK,BELA,Bering Land Bridge National Preserve,National Preserve," 2,636 ",2014
AK,YUCH,Yukon-Charley Rivers National Preserve,National Preserve," 2,329 ",2014
PA,THKO,Thaddeus Kosciuszko National Memorial,National Memorial," 1,475 ",2014
CA,POCH,Port Chicago Naval Magazine National Memorial,National Memorial, 786 ,2014
TX,RIGR,Rio Grande Wild and Scenic River,Wild and Scenic River, 321 ,2014
AK,ANIA,Aniakchak National Monument,National Monument, 134 ,2014
AK,ANIA,Aniakchak National Preserve,National Preserve, 134 ,2014
AK,CAKR,Cape Krusenstern National Monument,National Monument, -   ,2014
AK,KOVA,Kobuk Valley National Park,National Park, -   ,2014
AK,NOAT,Noatak National Preserve,National Preserve, -   ,2014
CA,GOGA,Golden Gate National Recreation Area,National Recreation Area," 14,289,121 ",2013
NC,BLRI,Blue Ridge Parkway,Parkway," 12,877,368 ",2013
NC,GRSM,Great Smoky Mountains National Park,National Park," 9,354,695 ",2013
VA,GWMP,George Washington Memorial Parkway,National Parkway," 7,360,392 ",2013
DC,LINC,Lincoln Memorial,National Memorial," 6,546,518 ",2013
NV,LAKE,Lake Mead National Recreation Area,National Recreation Area," 6,344,714 ",2013
NY,GATE,Gateway National Recreation Area,National Recreation Area," 6,191,246 ",2013
MS,NATR,Natchez Trace Parkway,Parkway," 6,012,740 ",2013
DC,CHOH,Chesapeake and Ohio Canal National Historical Park,National Historical Park," 4,941,367 ",2013
PA,DEWA,Delaware Water Gap National Recreation Area,National Recreation Area," 4,843,350 ",2013
FL,GUIS,Gulf Islands National Seashore,National Seashore," 4,837,965 ",2013
AZ,GRCA,Grand Canyon National Park,National Park," 4,564,840 ",2013
MA,CACO,Cape Cod National Seashore,National Seashore," 4,501,898 ",2013
CA,SAFR,San Francisco Maritime National Historical Park,National Historical Park," 4,154,455 ",2013
DC,VIVE,Vietnam Veterans Memorial,National Memorial," 4,142,721 ",2013
DC,WWII,World War II Memorial,National Memorial," 3,934,166 ",2013
CA,YOSE,Yosemite National Park,National Park," 3,691,191 ",2013
PA,INDE,Independence National Historical Park,National Historical Park," 3,553,070 ",2013
DC,KOWA,Korean War Veterans Memorial,National Memorial," 3,209,279 ",2013
DC,MLKM,"Martin Luther King, Jr., Memorial",Other Designation," 3,205,654 ",2013
WY,YELL,Yellowstone National Park,National Park," 3,188,030 ",2013
VA,COLO,Colonial National Historical Park,National Historical Park," 3,168,731 ",2013
WA,OLYM,Olympic National Park,National Park," 3,085,340 ",2013
GA,CHAT,Chattahoochee River National Recreation Area,National Recreation Area," 3,039,892 ",2013
CO,ROMO,Rocky Mountain National Park,National Park," 2,991,141 ",2013
DC,FRDE,Franklin Delano Roosevelt Memorial,National Memorial," 2,837,729 ",2013
UT,ZION,Zion National Park,National Park," 2,807,387 ",2013
WY,GRTE,Grand Teton National Park,National Park," 2,688,794 ",2013
CA,PORE,Point Reyes National Seashore,National Seashore," 2,641,808 ",2013
DC,JEFM,Thomas Jefferson Memorial,National Memorial," 2,609,463 ",2013
MO,JEFF,Jefferson National Expansion Memorial,National Memorial," 2,377,258 ",2013
ME,ACAD,Acadia National Park,National Park," 2,254,922 ",2013
MA,BOST,Boston National Historical Park,National Historical Park," 2,245,875 ",2013
NC,CAHA,Cape Hatteras National Seashore,National Seashore," 2,214,565 ",2013
MT,GLAC,Glacier National Park,National Park," 2,190,374 ",2013
NY,CACL,Castle Clinton National Monument,National Monument," 2,180,694 ",2013
SD,MORU,Mount Rushmore National Memorial,National Memorial," 2,162,998 ",2013
OH,CUVA,Cuyahoga Valley National Park,National Park," 2,103,010 ",2013
MD,ASIS,Assateague Island National Seashore,National Seashore," 2,056,828 ",2013
UT,GLCA,Glen Canyon National Recreation Area,National Recreation Area," 1,991,924 ",2013
DC,ROCR,Rock Creek Park,Park," 1,968,995 ",2013
PA,VAFO,Valley Forge National Historical Park,National Historical Park," 1,962,889 ",2013
GA,KEMO,Kennesaw Mountain National Battlefield Park,National Battlefield Park," 1,924,076 ",2013
NY,STLI,Statue Of Liberty National Monument,National Monument," 1,883,544 ",2013
HI,VALR,World War II Valor in the Pacific National Monument,National Monument," 1,786,024 ",2013
IN,INDU,Indiana Dunes National Lakeshore,National Lakeshore," 1,681,695 ",2013
CA,FOPO,Fort Point National Historic Site,National Historic Site," 1,591,312 ",2013
HI,HAVO,Hawai'i Volcanoes National Park,National Park," 1,583,209 ",2013
CA,JOTR,Joshua Tree National Park,National Park," 1,383,340 ",2013
MI,SLBE,Sleeping Bear Dunes National Lakeshore,National Lakeshore," 1,340,007 ",2013
PR,SAJU,San Juan National Historic Site,National Historic Site," 1,328,802 ",2013
AR,HOSP,Hot Springs National Park,National Park," 1,325,719 ",2013
UT,BRCA,Bryce Canyon National Park,National Park," 1,311,875 ",2013
WA,LARO,Lake Roosevelt National Recreation Area,National Recreation Area," 1,254,409 ",2013
MO,OZAR,Ozark National Scenic Riverways,National Scenic Riverway," 1,253,703 ",2013
WY,JODR,"John D. Rockefeller, Jr., Memorial Parkway",National Parkway," 1,228,502 ",2013
PA,GETT,Gettysburg National Military Park,National Military Park," 1,213,349 ",2013
WA,MORA,Mount Rainier National Park,National Park," 1,148,552 ",2013
VA,SHEN,Shenandoah National Park,National Park," 1,136,505 ",2013
FL,CANA,Canaveral National Seashore,National Seashore," 1,133,688 ",2013
AR,BUFF,Buffalo National River,National River," 1,125,227 ",2013
OK,CHIC,Chickasaw National Recreation Area,National Recreation Area," 1,099,669 ",2013
UT,ARCH,Arches National Park,National Park," 1,082,866 ",2013
VA,NERI,New River Gorge National River,National River," 1,071,823 ",2013
FL,EVER,Everglades National Park,National Park," 1,047,116 ",2013
FL,TIMU,Timucuan Ecological and Historic Preserve,Ecological and Historic Preserve," 1,031,667 ",2013
TX,AMIS,Amistad National Recreation Area,National Recreation Area," 1,025,151 ",2013
FL,BICY,Big Cypress National Preserve,National Preserve," 1,007,788 ",2013
CA,MUWO,Muir Woods National Monument,National Monument," 954,125 ",2013
CA,DEVA,Death Valley National Park,National Park," 951,972 ",2013
MA,MIMA,Minute Man National Historical Park,National Historical Park," 947,894 ",2013
AK,KLGO,Klondike Gold Rush National Historical Park,National Historical Park," 928,150 ",2013
CA,SEQU,Sequoia National Park,National Park," 909,274 ",2013
GA,CHCH,Chickamauga and Chattanooga National Military Park,National Military Park," 905,984 ",2013
SD,BADL,Badlands National Park,National Park," 892,372 ",2013
VA,FRSP,Fredericksburg and Spotsylvania County Battlefields Memorial National Military Park,National Military Park," 880,251 ",2013
CA,CABR,Cabrillo National Monument,National Monument," 856,128 ",2013
AZ,CACH,Canyon de Chelly National Monument,National Monument," 828,478 ",2013
SC,FOSU,Fort Sumter National Monument,National Monument," 815,007 ",2013
CO,CURE,Curecanti National Recreation Area,National Recreation Area," 814,163 ",2013
HI,HALE,Haleakala National Park,National Park," 785,300 ",2013
FL,CASA,Castillo de San Marcos National Monument,National Monument," 778,128 ",2013
CA,WHIS,Whiskeytown-Shasta-Trinity National Recreation Area,National Recreation Area," 776,025 ",2013
KY,CUGA,Cumberland Gap National Historical Park,National Historical Park," 768,363 ",2013
WA,FOVA,Fort Vancouver National Historic Site,National Historic Site," 733,540 ",2013
WA,ROLA,Ross Lake National Recreation Area,National Recreation Area," 725,917 ",2013
GA,MALU,"Martin Luther King, Jr., National Historic Site",National Historic Site," 704,168 ",2013
MD,FOMC,Fort McHenry National Monument and Historic Shrine,National Monument," 678,431 ",2013
AZ,SAGU,Saguaro National Park,National Park," 678,261 ",2013
DC,FOTH,Ford's Theatre National Historic Site,National Historic Site," 665,876 ",2013
UT,CARE,Capitol Reef National Park,National Park," 663,670 ",2013
AZ,PEFO,Petrified Forest National Park,National Park," 644,648 ",2013
CA,SAMO,Santa Monica Mountains National Recreation Area,National Recreation Area," 633,054 ",2013
VA,ARHO,"Arlington House, The Robert E. Lee Memorial",National Memorial," 586,531 ",2013
MI,PIRO,Pictured Rocks National Lakeshore,National Lakeshore," 575,450 ",2013
LA,VICK,Vicksburg National Military Park,National Military Park," 573,838 ",2013
CA,KICA,Kings Canyon National Park,National Park," 567,544 ",2013
TN,BISO,Big South Fork National River and Recreation Area,National River and Recreation Area," 565,063 ",2013
TX,LAMR,Lake Meredith National Recreation Area,National Recreation Area," 554,272 ",2013
CA,MOJA,Mojave National Preserve,National Preserve," 549,599 ",2013
ND,THRO,Theodore Roosevelt National Park,National Park," 545,090 ",2013
NC,GUCO,Guilford Courthouse National Military Park,National Military Park," 541,581 ",2013
VA,MANA,Manassas National Battlefield Park,National Battlefield Park," 538,888 ",2013
MS,SHIL,Shiloh National Battlefield,National Battlefield," 536,206 ",2013
AK,DENA,Denali National Park,National Park," 530,922 ",2013
AK,DENA,Denali National Preserve,National Park," 530,922 ",2013
FL,FOMA,Fort Matanzas National Monument,National Monument," 523,694 ",2013
OR,CRLA,Crater Lake National Park,National Park," 523,027 ",2013
TX,SAAN,San Antonio Missions National Historical Park,National Historical Park," 521,705 ",2013
MA,LOWE,Lowell National Historical Park,National Historical Park," 517,763 ",2013
SD,WICA,Wind Cave National Park,National Park," 516,142 ",2013
TX,PAIS,Padre Island National Seashore,National Seashore," 515,830 ",2013
